ensembl_id	gene_name	uniprot_id
ENSG00000159882	ZNF230	K7EJU4
ENSG00000159882	ZNF230	K7ELA7
ENSG00000145879	SPINK7	P58062
ENSG00000145879	SPINK7	E5RFX6
ENSG00000267795	SMIM22	K7EJ46
ENSG00000267795	SMIM22	A0A4V7I672
ENSG00000124459	ZNF45	K7EPV5
ENSG00000124459	ZNF45	Q02386
ENSG00000115956	PLEK	P08567
ENSG00000113552	GNPDA1	D6RFK5
ENSG00000113552	GNPDA1	D6RB13
ENSG00000113552	GNPDA1	D6R9P4
ENSG00000113552	GNPDA1	P46926
ENSG00000113552	GNPDA1	D6RAY7
ENSG00000113552	GNPDA1	D6RFF8
ENSG00000113552	GNPDA1	D6R917
ENSG00000022267	FHL1	A0A0D9SFI6
ENSG00000022267	FHL1	Q5JXH9
ENSG00000022267	FHL1	A0A0D9SGB2
ENSG00000022267	FHL1	A0A494C0D6
ENSG00000022267	FHL1	A0A0D9SFB0
ENSG00000022267	FHL1	Q5JXH8
ENSG00000022267	FHL1	A0A0D9SEY7
ENSG00000022267	FHL1	Q13642
ENSG00000022267	FHL1	Q5JXI2
ENSG00000022267	FHL1	A0A494C1G1
ENSG00000022267	FHL1	Q5JXI8
ENSG00000022267	FHL1	A0A0D9SFZ9
ENSG00000022267	FHL1	A0A0D9SGC5
ENSG00000022267	FHL1	A0A0D9SGD1
ENSG00000022267	FHL1	A0A494C0J3
ENSG00000022267	FHL1	Q5JXH7
ENSG00000022267	FHL1	Q5JXI0
ENSG00000022267	FHL1	Q5JXI3
ENSG00000131116	ZNF428	Q96B54
ENSG00000131116	ZNF428	M0QXZ5
ENSG00000184207	PGP	A6NDG6
ENSG00000242802	AP5Z1	O43299
ENSG00000242802	AP5Z1	A0A3B3ISJ0
ENSG00000242802	AP5Z1	A0A3B3IRY2
ENSG00000242802	AP5Z1	A0A3B3ITJ1
ENSG00000159885	ZNF222	K7EN43
ENSG00000159885	ZNF222	Q9UK12
ENSG00000103942	HOMER2	H0YNR9
ENSG00000103942	HOMER2	Q9NSB8
ENSG00000064300	NGFR	P08138
ENSG00000264668		
ENSG00000126233	SLURP1	P55000
ENSG00000115616	SLC9A2	Q9UBY0
ENSG00000167967	E4F1	H3BN24
ENSG00000167967	E4F1	H3BUJ7
ENSG00000167967	E4F1	H3BSL4
ENSG00000167967	E4F1	Q66K89
ENSG00000131941	RHPN2	K7EL35
ENSG00000131941	RHPN2	Q8IUC4
ENSG00000100216	TOMM22	Q9NS69
ENSG00000100216	TOMM22	Q549C5
ENSG00000250571	GLI4	H0YBH2
ENSG00000250571	GLI4	E5RGM1
ENSG00000250571	GLI4	E5RIX4
ENSG00000250571	GLI4	E5RFY1
ENSG00000250571	GLI4	P10075
ENSG00000250571	GLI4	E5RG07
ENSG00000173611	SCAI	H7C5A3
ENSG00000173611	SCAI	Q8N9R8
ENSG00000173611	SCAI	Q3SXZ0
ENSG00000100197	CYP2D6	A0A1B0GU72
ENSG00000100197	CYP2D6	P10635
ENSG00000100197	CYP2D6	A0A1B0GV74
ENSG00000100197	CYP2D6	A0A1B0GUD8
ENSG00000100197	CYP2D6	C1ID52
ENSG00000100197	CYP2D6	A0A0G2JLK7
ENSG00000100197	CYP2D6	Q6NWU0
ENSG00000100197	CYP2D6	C1ID54
ENSG00000100197	CYP2D6	Q38LG0
ENSG00000100197	CYP2D6	H7BY38
ENSG00000100197	CYP2D6	A0A0G2JSD7
ENSG00000141232	TOB1	P50616
ENSG00000008513	ST3GAL1	E5RHV6
ENSG00000008513	ST3GAL1	Q11201
ENSG00000008513	ST3GAL1	E5RGL4
ENSG00000008513	ST3GAL1	E5RGI3
ENSG00000008513	ST3GAL1	E5RG72
ENSG00000008513	ST3GAL1	E5RH34
ENSG00000008513	ST3GAL1	A0A024R9L6
ENSG00000169213	RAB3B	P20337
ENSG00000187537	POTEG	Q6S5H5
ENSG00000071082	RPL31	C9JU56
ENSG00000071082	RPL31	P62899
ENSG00000071082	RPL31	B8ZZK4
ENSG00000071082	RPL31	B7Z4C8
ENSG00000071082	RPL31	B7Z4E3
ENSG00000186074	CD300LF	Q8TDQ1
ENSG00000186074	CD300LF	J3KS52
ENSG00000163866	SMIM12	Q96EX1
ENSG00000163866	SMIM12	L0R6D7
ENSG00000163866	SMIM12	E5RH51
ENSG00000269858	EGLN2	M0R035
ENSG00000269858	EGLN2	M0R0Z6
ENSG00000269858	EGLN2	A0A024R0R2
ENSG00000269858	EGLN2	M0R1A3
ENSG00000269858	EGLN2	M0R1W4
ENSG00000269858	EGLN2	M0R2X9
ENSG00000269858	EGLN2	M0R110
ENSG00000269858	EGLN2	Q96KS0
ENSG00000269858	EGLN2	M0QXR0
ENSG00000269858	EGLN2	M0QXM8
ENSG00000269858	EGLN2	M0R350
ENSG00000269858	EGLN2	A0A0C4DGR4
ENSG00000010818	HIVEP2	P31629
ENSG00000155897	ADCY8	P40145
ENSG00000155897	ADCY8	A0A0K0K1K3
ENSG00000155897	ADCY8	E5RFR2
ENSG00000155897	ADCY8	E7EVL1
ENSG00000143001	TMEM61	Q8N0U2
ENSG00000073417	PDE8A	O60658
ENSG00000073417	PDE8A	E9PIJ0
ENSG00000073417	PDE8A	H0YNP3
ENSG00000073417	PDE8A	H0YKR1
ENSG00000161021	MAML1	Q92585
ENSG00000139626	ITGB7	F8VNX4
ENSG00000139626	ITGB7	P26010
ENSG00000139626	ITGB7	F5H6T4
ENSG00000139626	ITGB7	H3BRM2
ENSG00000139626	ITGB7	F8W186
ENSG00000176294	OR4N2	A0A126GVT2
ENSG00000176294	OR4N2	G3V3W5
ENSG00000176294	OR4N2	Q8NGD1
ENSG00000164576	SAP30L	Q9HAJ7
ENSG00000176290	OR4K3	
ENSG00000154529	CNTNAP3B	A0A087X119
ENSG00000154529	CNTNAP3B	A0A2P0CT92
ENSG00000154529	CNTNAP3B	Q96NU0
ENSG00000154529	CNTNAP3B	A0A087WUG9
ENSG00000154529	CNTNAP3B	A0A087WXL9
ENSG00000154529	CNTNAP3B	F2Z2X5
ENSG00000154529	CNTNAP3B	A0A087WZ03
ENSG00000186648	CARMIL3	Q8ND23
ENSG00000189043	NDUFA4	A0A024R9Z0
ENSG00000189043	NDUFA4	O00483
ENSG00000112378	PERP	Q96FX8
ENSG00000138311	ZNF365	Q70YC5
ENSG00000138311	ZNF365	C9J1G1
ENSG00000285839		
ENSG00000111962	UST	Q9Y2C2
ENSG00000100427	MLC1	Q15049
ENSG00000100427	MLC1	A6PVC3
ENSG00000100427	MLC1	A0A024R4V4
ENSG00000105767	CADM4	Q8NFZ8
ENSG00000117419	ERI3	H0Y4B0
ENSG00000117419	ERI3	F6UGJ8
ENSG00000117419	ERI3	O43414
ENSG00000117419	ERI3	A0A3B3IU35
ENSG00000117419	ERI3	F6QUN3
ENSG00000117419	ERI3	A0A3B3ISV9
ENSG00000117419	ERI3	A0A3B3ITJ5
ENSG00000075568	TMEM131	C9J6W0
ENSG00000075568	TMEM131	Q92545
ENSG00000075568	TMEM131	H7BZ05
ENSG00000146276	GABRR1	P24046
ENSG00000146276	GABRR1	F8WB88
ENSG00000285837		
ENSG00000006747	SCIN	Q9Y6U3
ENSG00000006747	SCIN	E5RHN8
ENSG00000006747	SCIN	C9JGB6
ENSG00000006747	SCIN	F8WBX5
ENSG00000006747	SCIN	E5RHX6
ENSG00000180155	LYNX1	P0DP58
ENSG00000180155	LYNX1	A0A087WZS0
ENSG00000180155	LYNX1	A0A087WYG6
ENSG00000268797		
ENSG00000205937	RNPS1	H3BTY0
ENSG00000205937	RNPS1	H3BNU7
ENSG00000205937	RNPS1	H3BV80
ENSG00000205937	RNPS1	H3BP82
ENSG00000205937	RNPS1	Q15287
ENSG00000205937	RNPS1	H3BMM9
ENSG00000205937	RNPS1	H3BTR6
ENSG00000205937	RNPS1	H3BNI3
ENSG00000205937	RNPS1	H3BUG0
ENSG00000205937	RNPS1	H3BRK4
ENSG00000205937	RNPS1	H3BUL0
ENSG00000205937	RNPS1	H3BMS0
ENSG00000205937	RNPS1	H3BTC0
ENSG00000205937	RNPS1	H3BTV0
ENSG00000205937	RNPS1	H3BPG5
ENSG00000205937	RNPS1	D3DU92
ENSG00000181915	ADO	Q96SZ5
ENSG00000204909	SPINK9	D6RJC5
ENSG00000204909	SPINK9	Q5DT21
ENSG00000203805	PLPP4	Q5VZY2
ENSG00000105738	SIPA1L3	O60292
ENSG00000105738	SIPA1L3	M0R2Q7
ENSG00000163376	KBTBD8	Q8NFY9
ENSG00000163376	KBTBD8	C9JAA6
ENSG00000163376	KBTBD8	C9J331
ENSG00000176160	HSF5	
ENSG00000158458	NRG2	F5GZS7
ENSG00000158458	NRG2	O14511
ENSG00000284505	LYNX1-SLURP2	G3V0Z9
ENSG00000129535	NRL	P54845
ENSG00000129535	NRL	H0YNW2
ENSG00000033178	UBA6	A0AVT1
ENSG00000033178	UBA6	H0Y9U5
ENSG00000033178	UBA6	A1LT96
ENSG00000272305		
ENSG00000180592	SKIDA1	Q1XH10
ENSG00000108370	RGS9	E9PD91
ENSG00000108370	RGS9	O75916
ENSG00000108370	RGS9	J3QL70
ENSG00000108370	RGS9	A0A1B0GVU3
ENSG00000178764	ZHX2	Q9Y6X8
ENSG00000178764	ZHX2	H0YKA3
ENSG00000131019	ULBP3	Q9BZM4
ENSG00000162384	CZIB	Q9NWV4
ENSG00000214285	NPS	P0C0P6
ENSG00000144744	UBA3	A0A0D9SF81
ENSG00000144744	UBA3	Q8TBC4
ENSG00000144744	UBA3	F8W8D4
ENSG00000144744	UBA3	F8WAT6
ENSG00000144744	UBA3	F8WF86
ENSG00000152463	OLAH	Q5VUC1
ENSG00000152463	OLAH	Q9NV23
ENSG00000152463	OLAH	Q5VUB8
ENSG00000152463	OLAH	Q5VUB9
ENSG00000152463	OLAH	Q5VUC0
ENSG00000137714	FDX1	P10109
ENSG00000100889	PCK2	A0A384MTT2
ENSG00000100889	PCK2	H0YKC4
ENSG00000100889	PCK2	H0YNH9
ENSG00000100889	PCK2	Q16822
ENSG00000100889	PCK2	H0YNG4
ENSG00000100889	PCK2	H0YML5
ENSG00000100889	PCK2	H0YM31
ENSG00000100889	PCK2	H0YMU6
ENSG00000135974	C2orf49	Q9BVC5
ENSG00000135974	C2orf49	C9J4K0
ENSG00000181638	ZFP41	Q8N8Y5
ENSG00000164877	MICALL2	Q8IY33
ENSG00000162391	FAM151A	Q8WW52
ENSG00000051620	HEBP2	C9IZA0
ENSG00000051620	HEBP2	Q9Y5Z4
ENSG00000051620	HEBP2	Q5THN1
ENSG00000137699	TRIM29	E9PIQ2
ENSG00000137699	TRIM29	E9PJ94
ENSG00000137699	TRIM29	E9PJD4
ENSG00000137699	TRIM29	E9PRL4
ENSG00000137699	TRIM29	Q14134
ENSG00000137699	TRIM29	E9PI31
ENSG00000137699	TRIM29	E9PPX1
ENSG00000137699	TRIM29	H0YF27
ENSG00000137699	TRIM29	E9PM74
ENSG00000137699	TRIM29	E9PLI4
ENSG00000137699	TRIM29	A0A024R3J1
ENSG00000196576	PLXNB2	A6QRG9
ENSG00000196576	PLXNB2	O15031
ENSG00000196576	PLXNB2	A6QRH1
ENSG00000196576	PLXNB2	E2PU09
ENSG00000163162	RNF149	F8WCD0
ENSG00000163162	RNF149	Q8NC42
ENSG00000174348	PODN	A0A669KBI2
ENSG00000174348	PODN	A0A669KB13
ENSG00000174348	PODN	Q7Z5L7
ENSG00000151929	BAG3	C9JFK9
ENSG00000151929	BAG3	O95817
ENSG00000147604	RPL7	A8MUD9
ENSG00000147604	RPL7	C9JIJ5
ENSG00000147604	RPL7	C9JZ88
ENSG00000147604	RPL7	P18124
ENSG00000131016	AKAP12	Q02952
ENSG00000267022		
ENSG00000185532	PRKG1	A0A2R8Y507
ENSG00000185532	PRKG1	Q13976
ENSG00000185532	PRKG1	B1ALS0
ENSG00000185532	PRKG1	A0A2R8YE50
ENSG00000185532	PRKG1	A0A5F9ZGW0
ENSG00000185532	PRKG1	A0A2R8YH74
ENSG00000168813	ZNF507	Q8TCN5
ENSG00000168813	ZNF507	B9EGE7
ENSG00000155918	RAET1L	Q5VY80
ENSG00000139291	TMEM19	A0A024RBA1
ENSG00000139291	TMEM19	Q96HH6
ENSG00000139291	TMEM19	F8VS20
ENSG00000139291	TMEM19	F8VRE8
ENSG00000139291	TMEM19	H0YIS8
ENSG00000139291	TMEM19	A0A024RBE1
ENSG00000112742	TTK	D6RIC6
ENSG00000112742	TTK	P33981
ENSG00000112742	TTK	D6RF82
ENSG00000112742	TTK	D6REX1
ENSG00000112742	TTK	D6RFY1
ENSG00000148019	CEP78	A0A2R8Y7A4
ENSG00000148019	CEP78	A0A2R8Y589
ENSG00000148019	CEP78	A0A2R8Y432
ENSG00000148019	CEP78	Q5JTW2
ENSG00000148019	CEP78	A0A2R8Y7U5
ENSG00000148019	CEP78	A0A2R8YCP0
ENSG00000148019	CEP78	A0A2R8YFB0
ENSG00000148019	CEP78	A0A2U3TZI9
ENSG00000148019	CEP78	A0A2R8Y4C1
ENSG00000148019	CEP78	A0A2R8Y5W6
ENSG00000148019	CEP78	A8MST6
ENSG00000148019	CEP78	A0A2R8Y7M8
ENSG00000240230	COX19	Q49B96
ENSG00000240230	COX19	F8WEL9
ENSG00000141404	GNAL	A8K1Y9
ENSG00000141404	GNAL	P38405
ENSG00000141404	GNAL	K7EQ80
ENSG00000141404	GNAL	K7EPE2
ENSG00000104324	CPQ	Q9Y646
ENSG00000104324	CPQ	E5RH35
ENSG00000104324	CPQ	E5RJZ7
ENSG00000104324	CPQ	E5RJA8
ENSG00000104324	CPQ	E5RJP8
ENSG00000104324	CPQ	A0A024R9B8
ENSG00000161638	ITGA5	P08648
ENSG00000161638	ITGA5	B4E3F4
ENSG00000005436	GCFC2	C9JII4
ENSG00000005436	GCFC2	P16383
ENSG00000005436	GCFC2	H7C335
ENSG00000005436	GCFC2	S4R3C1
ENSG00000035403	VCL	A0A096LPE1
ENSG00000035403	VCL	P18206
ENSG00000035403	VCL	V9HWK2
ENSG00000035403	VCL	A0A024QZN4
ENSG00000011422	PLAUR	M0QX27
ENSG00000011422	PLAUR	M0R0H5
ENSG00000011422	PLAUR	Q03405
ENSG00000011422	PLAUR	M0R0L1
ENSG00000011422	PLAUR	M0QYR6
ENSG00000011422	PLAUR	M0R2E9
ENSG00000011422	PLAUR	M0R1I2
ENSG00000173376	NDNF	D6RF18
ENSG00000173376	NDNF	Q8TB73
ENSG00000173376	NDNF	D6R972
ENSG00000113643	RARS1	E5RH09
ENSG00000113643	RARS1	P54136
ENSG00000113643	RARS1	E5RI24
ENSG00000113643	RARS1	E5RJM9
ENSG00000122585	NPY	P01303
ENSG00000122585	NPY	A4D158
ENSG00000117859	OSBPL9	A0A096LPC8
ENSG00000117859	OSBPL9	E9PNR1
ENSG00000117859	OSBPL9	E9PLH0
ENSG00000117859	OSBPL9	E9PJ80
ENSG00000117859	OSBPL9	Q96SU4
ENSG00000117859	OSBPL9	E9PKX6
ENSG00000117859	OSBPL9	H0YCW0
ENSG00000117859	OSBPL9	G8JLK0
ENSG00000117859	OSBPL9	H0YE19
ENSG00000117859	OSBPL9	E9PK98
ENSG00000163116	STPG2	Q8N412
ENSG00000163116	STPG2	H0YAZ7
ENSG00000136986	DERL1	E5RGY0
ENSG00000136986	DERL1	Q9BUN8
ENSG00000136986	DERL1	A0A024R9G3
ENSG00000136986	DERL1	B4E1G1
ENSG00000100897	DCAF11	H0YN03
ENSG00000100897	DCAF11	H0YMZ4
ENSG00000100897	DCAF11	H0YM86
ENSG00000100897	DCAF11	H0YLQ1
ENSG00000100897	DCAF11	H0YMF7
ENSG00000100897	DCAF11	H0YM56
ENSG00000100897	DCAF11	H0YN21
ENSG00000100897	DCAF11	H0YLB2
ENSG00000100897	DCAF11	Q8TEB1
ENSG00000100897	DCAF11	H0YL98
ENSG00000100897	DCAF11	H0YNS2
ENSG00000100897	DCAF11	H0YLF1
ENSG00000100897	DCAF11	H0YMN6
ENSG00000100897	DCAF11	H0YN15
ENSG00000100897	DCAF11	H0YNK2
ENSG00000100897	DCAF11	H0YLH4
ENSG00000100897	DCAF11	H0YKR8
ENSG00000100897	DCAF11	H0YN92
ENSG00000100897	DCAF11	H0YL64
ENSG00000100897	DCAF11	H0YNT0
ENSG00000100897	DCAF11	H0YLX7
ENSG00000100897	DCAF11	H0YL29
ENSG00000122644	ARL4A	C9J7Q9
ENSG00000122644	ARL4A	P40617
ENSG00000122644	ARL4A	A0A024R9Z2
ENSG00000140398	NEIL1	H3BQE8
ENSG00000140398	NEIL1	H3BQU8
ENSG00000140398	NEIL1	Q96FI4
ENSG00000140398	NEIL1	H3BST2
ENSG00000140398	NEIL1	H3BRZ2
ENSG00000140398	NEIL1	H3BM98
ENSG00000140398	NEIL1	H3BT75
ENSG00000140398	NEIL1	H3BT94
ENSG00000140398	NEIL1	H3BTX5
ENSG00000140398	NEIL1	H3BSZ5
ENSG00000140398	NEIL1	H3BN83
ENSG00000140398	NEIL1	H3BU98
ENSG00000121440	PDZRN3	C9JWE6
ENSG00000121440	PDZRN3	Q9UPQ7
ENSG00000121440	PDZRN3	B7ZAG0
ENSG00000121440	PDZRN3	E7ENB6
ENSG00000283321		
ENSG00000164849	GPR146	Q96CH1
ENSG00000164849	GPR146	C9J5X5
ENSG00000164849	GPR146	A4D2Q3
ENSG00000124313	IQSEC2	A0A1W2PQP8
ENSG00000124313	IQSEC2	A0A1W2PR18
ENSG00000124313	IQSEC2	A0A1W2PQS2
ENSG00000124313	IQSEC2	A0A1W2PPR2
ENSG00000124313	IQSEC2	A0A1W2PR28
ENSG00000124313	IQSEC2	A0A6Q8PFR7
ENSG00000124313	IQSEC2	A0A1W2PPD3
ENSG00000124313	IQSEC2	A0A1W2PPE7
ENSG00000124313	IQSEC2	Q5JU85
ENSG00000124313	IQSEC2	A0A6Q8PG99
ENSG00000164089	ETNPPL	Q8TBG4
ENSG00000164089	ETNPPL	D6RE94
ENSG00000164089	ETNPPL	D6R9Y3
ENSG00000164089	ETNPPL	D6RGG2
ENSG00000164089	ETNPPL	E7ENR6
ENSG00000164089	ETNPPL	D6RFL9
ENSG00000111058	ACSS3	Q9H6R3
ENSG00000111058	ACSS3	F8VZB4
ENSG00000111058	ACSS3	A0A0B4J1R2
ENSG00000075461	CACNG4	Q9UBN1
ENSG00000075461	CACNG4	A0A024R8J8
ENSG00000006468	ETV1	C9JQH6
ENSG00000006468	ETV1	C9JX69
ENSG00000006468	ETV1	F8WEH6
ENSG00000006468	ETV1	P50549
ENSG00000006468	ETV1	B5MCT2
ENSG00000006468	ETV1	C9J4P4
ENSG00000006468	ETV1	C9J9L1
ENSG00000006468	ETV1	C9J0B7
ENSG00000159210	SNF8	I3L2X5
ENSG00000159210	SNF8	I3L457
ENSG00000159210	SNF8	Q96H20
ENSG00000159210	SNF8	D6RBI1
ENSG00000159210	SNF8	D6RJ86
ENSG00000159210	SNF8	D6RFY6
ENSG00000107882	SUFU	Q9UMX1
ENSG00000221886	ZBED8	Q8IZ13
ENSG00000175213	ZNF408	Q9H9D4
ENSG00000100056	ESS2	Q96DF8
ENSG00000100056	ESS2	F8WEF8
ENSG00000112984	KIF20A	O95235
ENSG00000112984	KIF20A	H0YAC9
ENSG00000112984	KIF20A	D6RBN1
ENSG00000112984	KIF20A	D6R9E4
ENSG00000169330	MINAR1	Q9UPX6
ENSG00000169330	MINAR1	H0YNN7
ENSG00000066855	MTFR1	Q15390
ENSG00000066855	MTFR1	H7C5V5
ENSG00000066855	MTFR1	E5RIB6
ENSG00000066855	MTFR1	A0A024R7W1
ENSG00000152578	GRIA4	G3V164
ENSG00000152578	GRIA4	E9PJZ5
ENSG00000152578	GRIA4	E9PR13
ENSG00000152578	GRIA4	E9PQY1
ENSG00000152578	GRIA4	P48058
ENSG00000134758	RNF138	J3QLQ3
ENSG00000134758	RNF138	Q8WVD3
ENSG00000134758	RNF138	J3KRU4
ENSG00000134758	RNF138	J3KSI2
ENSG00000134758	RNF138	J3QKM8
ENSG00000178904	DPY19L3	Q8N6Q4
ENSG00000178904	DPY19L3	K7ELH8
ENSG00000178904	DPY19L3	K7ELG1
ENSG00000178904	DPY19L3	Q6ZPD9
ENSG00000080819	CPOX	P36551
ENSG00000080819	CPOX	D6RER6
ENSG00000140612	SEC11A	P67812
ENSG00000140612	SEC11A	H0YKT4
ENSG00000140612	SEC11A	H0YNX5
ENSG00000140612	SEC11A	A0A024RC78
ENSG00000140612	SEC11A	H0YNG3
ENSG00000140612	SEC11A	H0YNA5
ENSG00000168309	FAM107A	A0A024R327
ENSG00000168309	FAM107A	O95990
ENSG00000168309	FAM107A	C9JAU5
ENSG00000168309	FAM107A	Q6IAM1
ENSG00000161800	RACGAP1	F8VV37
ENSG00000161800	RACGAP1	F8VUW9
ENSG00000161800	RACGAP1	F8W1T4
ENSG00000161800	RACGAP1	F8VZ41
ENSG00000161800	RACGAP1	F8VWY4
ENSG00000161800	RACGAP1	F8VV47
ENSG00000161800	RACGAP1	F8VVE5
ENSG00000161800	RACGAP1	F8W0L1
ENSG00000161800	RACGAP1	F8VV39
ENSG00000161800	RACGAP1	F8VXH1
ENSG00000161800	RACGAP1	F8VWX0
ENSG00000161800	RACGAP1	F8W1E5
ENSG00000161800	RACGAP1	F8VS54
ENSG00000161800	RACGAP1	Q9H0H5
ENSG00000161800	RACGAP1	F8VVY0
ENSG00000161800	RACGAP1	F8VQZ5
ENSG00000161800	RACGAP1	F8VYH6
ENSG00000161800	RACGAP1	F8VRD2
ENSG00000161800	RACGAP1	F8VZ66
ENSG00000161800	RACGAP1	H0YIK5
ENSG00000161800	RACGAP1	F8VQF5
ENSG00000161800	RACGAP1	F8VRL2
ENSG00000161800	RACGAP1	A0A024R136
ENSG00000049618	ARID1B	Q8NFD5
ENSG00000049618	ARID1B	A0A1B0GVK1
ENSG00000049618	ARID1B	A0A1B0GUG2
ENSG00000049618	ARID1B	H0Y7H8
ENSG00000049618	ARID1B	A0A1B0GWJ2
ENSG00000049618	ARID1B	H0Y2R3
ENSG00000049618	ARID1B	A0A3F2YNW7
ENSG00000049618	ARID1B	H0Y3S9
ENSG00000049618	ARID1B	A0A1B0GV63
ENSG00000049618	ARID1B	A0A1B0GU09
ENSG00000049618	ARID1B	A0A1B0GV92
ENSG00000049618	ARID1B	A0A1B0GTI6
ENSG00000049618	ARID1B	A0A1B0GTE8
ENSG00000049618	ARID1B	A0A6Q8NVI4
ENSG00000049618	ARID1B	A0A1B0GUC6
ENSG00000141434	MEP1B	Q16820
ENSG00000141434	MEP1B	J3QKX5
ENSG00000164037	SLC9B1	D6RFK4
ENSG00000164037	SLC9B1	D6RHJ0
ENSG00000164037	SLC9B1	Q4ZJI4
ENSG00000164037	SLC9B1	H0Y9Z0
ENSG00000164037	SLC9B1	D6RGI9
ENSG00000164037	SLC9B1	D6RA80
ENSG00000206203	TSSK2	A0ZT99
ENSG00000206203	TSSK2	Q96PF2
ENSG00000091583	APOH	P02749
ENSG00000091583	APOH	A0A384NKM6
ENSG00000091583	APOH	J3QLI0
ENSG00000091583	APOH	J3QRN2
ENSG00000063515	GSC2	O15499
ENSG00000148090	AUH	Q13825
ENSG00000100075	SLC25A1	B4DP62
ENSG00000100075	SLC25A1	P53007
ENSG00000197893	NRAP	Q86VF7
ENSG00000197893	NRAP	A0A0A0MRM2
ENSG00000069188	SDK2	Q58EX2
ENSG00000069188	SDK2	H7C2P2
ENSG00000131269	ABCB7	A0A087WW65
ENSG00000131269	ABCB7	O75027
ENSG00000131269	ABCB7	A0A2R8YF35
ENSG00000131269	ABCB7	A0A590UJS8
ENSG00000131269	ABCB7	E9PNQ5
ENSG00000131269	ABCB7	A0A5F9ZA98
ENSG00000131269	ABCB7	A0A2R8Y473
ENSG00000131269	ABCB7	E9PJR8
ENSG00000131269	ABCB7	A0A0S2Z2Z3
ENSG00000131269	ABCB7	B4DGL8
ENSG00000167210	LOXHD1	F5GXP0
ENSG00000167210	LOXHD1	Q8IVV2
ENSG00000167210	LOXHD1	J3KRE7
ENSG00000167210	LOXHD1	C9IYQ1
ENSG00000167210	LOXHD1	C9JMG7
ENSG00000167210	LOXHD1	A0A2R8Y7K4
ENSG00000167210	LOXHD1	F5GZB4
ENSG00000167210	LOXHD1	C9J269
ENSG00000167210	LOXHD1	J3QKX9
ENSG00000251201	TMED7-TICAM2	A0A0A6YYA0
ENSG00000115423	DNAH6	Q9C0G6
ENSG00000119125	GDA	Q5SZC3
ENSG00000119125	GDA	Q5SZC6
ENSG00000119125	GDA	Q5SZC5
ENSG00000119125	GDA	Q9Y2T3
ENSG00000119125	GDA	A0A024R231
ENSG00000227124	ZNF717	C9J8I7
ENSG00000227124	ZNF717	C9J5W8
ENSG00000227124	ZNF717	E5RKB3
ENSG00000227124	ZNF717	Q9BY31
ENSG00000227124	ZNF717	C9JVC3
ENSG00000174132	FAM174A	Q8TBP5
ENSG00000145781	COMMD10	D6RC04
ENSG00000145781	COMMD10	Q9Y6G5
ENSG00000145781	COMMD10	H0Y9N4
ENSG00000145781	COMMD10	D6RJ90
ENSG00000164796	CSMD3	H7BXX0
ENSG00000164796	CSMD3	Q7Z407
ENSG00000160505	NLRP4	Q96MN2
ENSG00000160505	NLRP4	K7ES09
ENSG00000163378	EOGT	C9J4G5
ENSG00000163378	EOGT	C9JQM7
ENSG00000163378	EOGT	Q5NDL2
ENSG00000163378	EOGT	F5H225
ENSG00000163378	EOGT	Q8N329
ENSG00000181991	MRPS11	P82912
ENSG00000181991	MRPS11	H0YL99
ENSG00000145779	TNFAIP8	J3KQT8
ENSG00000145779	TNFAIP8	O95379
ENSG00000145779	TNFAIP8	E5RIJ3
ENSG00000145779	TNFAIP8	D6RCM8
ENSG00000228716	DHFR	P00374
ENSG00000228716	DHFR	B0YJ76
ENSG00000228716	DHFR	B4DM58
ENSG00000121410	A1BG	P04217
ENSG00000121410	A1BG	M0R009
ENSG00000121410	A1BG	V9HWD8
ENSG00000108878	CACNG1	Q06432
ENSG00000183785	TUBA8	C9K0S6
ENSG00000183785	TUBA8	A0A7P0TA31
ENSG00000183785	TUBA8	A0A7P0T945
ENSG00000183785	TUBA8	Q9NY65
ENSG00000109062	SLC9A3R1	O14745
ENSG00000109062	SLC9A3R1	J3QRP6
ENSG00000106976	DNM1	A0A0D9SFE4
ENSG00000106976	DNM1	Q05193
ENSG00000106976	DNM1	A0A0D9SFB1
ENSG00000106976	DNM1	A0A1B0GUX5
ENSG00000106976	DNM1	A0A0U1RQP1
ENSG00000166831	RBPMS2	Q6ZRY4
ENSG00000068697	LAPTM4A	Q15012
ENSG00000068697	LAPTM4A	Q6IBP4
ENSG00000124449	IRGC	M0R0T1
ENSG00000124449	IRGC	Q6NXR0
ENSG00000124449	IRGC	J7NNX4
ENSG00000196914	ARHGEF12	E9PMR6
ENSG00000196914	ARHGEF12	Q9NZN5
ENSG00000197170	PSMD12	J3KTJ5
ENSG00000197170	PSMD12	A0A0S2Z489
ENSG00000197170	PSMD12	O00232
ENSG00000197170	PSMD12	J3KSK1
ENSG00000213892	CEACAM16	Q2WEN9
ENSG00000131634	TMEM204	Q9BSN7
ENSG00000259371		
ENSG00000135220	UGT2A3	Q6UWM9
ENSG00000135220	UGT2A3	D6RBL8
ENSG00000135220	UGT2A3	A0A0G2JRR8
ENSG00000239900	ADSL	X5D8S6
ENSG00000239900	ADSL	A0A1B0GTJ7
ENSG00000239900	ADSL	A0A7P0T9A7
ENSG00000239900	ADSL	A0A096LPA2
ENSG00000239900	ADSL	A0A7P0T8E4
ENSG00000239900	ADSL	A0A7P0Z472
ENSG00000239900	ADSL	A0A096LNY4
ENSG00000239900	ADSL	A0A096LNY5
ENSG00000239900	ADSL	P30566
